activity_id,week,location_id,co_share_group
A058,5,SEC:ALP:S04_H01:WB,g26
A012,6,PLAT:BET:H01:WB,g27
A012,6,PLAT:BET:H02:WB,g27
A012,6,PLAT:BET:S15:WB,g27
A012,6,SEC:BET:H01_H02:WB,g27
A012,6,SEC:BET:H02_S15:WB,g27
A009,6,PLAT:ALP:S05:EB,g28
A009,6,PLAT:ALP:S06:EB,g28
A009,6,SEC:ALP:S05_S06:EB,g28
A061,6,PLAT:BET:H01:EB,g29
A061,6,PLAT:BET:H02:EB,g29
A061,6,PLAT:BET:S15:EB,g29
A061,6,SEC:BET:H01_H02:EB,g29
A061,6,SEC:BET:H02_S15:EB,g29
A058,6,PLAT:ALP:H01:WB,g30
A058,6,PLAT:ALP:H02:WB,g30
A058,6,PLAT:ALP:S03:WB,g30
A058,6,PLAT:ALP:S04:WB,g30
A058,6,SEC:ALP:H01_H02:WB,g30
A058,6,SEC:ALP:S03_S04:WB,g30
A058,6,SEC:ALP:S04_H01:WB,g30
A012,7,PLAT:BET:H01:WB,g31
A012,7,PLAT:BET:H02:WB,g31
A012,7,PLAT:BET:S15:WB,g31
A012,7,SEC:BET:H01_H02:WB,g31
A012,7,SEC:BET:H02_S15:WB,g31
A009,7,PLAT:ALP:S05:EB,g32
A009,7,PLAT:ALP:S06:EB,g32
A009,7,SEC:ALP:S05_S06:EB,g32
A061,7,PLAT:BET:H01:EB,g33
A061,7,PLAT:BET:H02:EB,g33
A061,7,PLAT:BET:S15:EB,g33
A061,7,SEC:BET:H01_H02:EB,g33
A061,7,SEC:BET:H02_S15:EB,g33
A058,7,PLAT:ALP:H01:WB,g34
A058,7,PLAT:ALP:H02:WB,g34
A058,7,PLAT:ALP:S03:WB,g34
A058,7,PLAT:ALP:S04:WB,g34
A058,7,SEC:ALP:H01_H02:WB,g34
A058,7,SEC:ALP:S03_S04:WB,g34
A058,7,SEC:ALP:S04_H01:WB,g34
A025,8,PLAT:ALP:S01:EB,g35
A025,8,PLAT:ALP:S02:EB,g35
A025,8,PLAT:ALP:S03:EB,g35
A025,8,SEC:ALP:S01_S02:EB,g35
A025,8,SEC:ALP:S02_S03:EB,g35
A012,8,PLAT:BET:H01:WB,g36
A012,8,PLAT:BET:H02:WB,g36
A012,8,PLAT:BET:S15:WB,g36
A012,8,SEC:BET:H01_H02:WB,g36
A012,8,SEC:BET:H02_S15:WB,g36
A009,8,PLAT:ALP:S05:EB,g37
A009,8,PLAT:ALP:S06:EB,g37
A009,8,SEC:ALP:S05_S06:EB,g37
A061,8,PLAT:BET:H01:EB,g38
A061,8,PLAT:BET:H02:EB,g38
A061,8,PLAT:BET:S15:EB,g38
A061,8,SEC:BET:H01_H02:EB,g38
A061,8,SEC:BET:H02_S15:EB,g38
A058,8,PLAT:ALP:H01:WB,g39
A058,8,PLAT:ALP:H02:WB,g39
A058,8,PLAT:ALP:S03:WB,g39
A058,8,PLAT:ALP:S04:WB,g39
A058,8,SEC:ALP:H01_H02:WB,g39
A058,8,SEC:ALP:S03_S04:WB,g39
A058,8,SEC:ALP:S04_H01:WB,g39
A037,8,PLAT:BET:S15:EB,g40
A037,8,PLAT:BET:S16:EB,g40
A037,8,PLAT:BET:S17:EB,g40
A037,8,SEC:BET:S15_S16:EB,g40
A037,8,SEC:BET:S16_S17:EB,g40
A039,8,PLAT:BET:S11:WB,g41
A039,8,PLAT:BET:S12:WB,g41
A039,8,PLAT:BET:S13:WB,g41
A039,8,PLAT:BET:S14:WB,g41
A039,8,SEC:BET:S11_S12:WB,g41
A039,8,SEC:BET:S12_S13:WB,g41
A039,8,SEC:BET:S13_S14:WB,g41
A046,9,PLAT:ALP:S05:WB,g42
A046,9,PLAT:ALP:S06:WB,g42
A046,9,SEC:ALP:S05_S06:WB,g42
A025,9,PLAT:ALP:S01:EB,g43
A025,9,PLAT:ALP:S02:EB,g43
A025,9,PLAT:ALP:S03:EB,g43
A025,9,SEC:ALP:S01_S02:EB,g43
A025,9,SEC:ALP:S02_S03:EB,g43
A069,9,PLAT:ALP:H01:WB,g44
A069,9,PLAT:ALP:H02:WB,g44
A069,9,PLAT:ALP:S03:WB,g44
A069,9,PLAT:ALP:S04:WB,g44
A069,9,SEC:ALP:H01_H02:WB,g44
A069,9,SEC:ALP:S03_S04:WB,g44
A069,9,SEC:ALP:S04_H01:WB,g44
A028,9,PLAT:ALP:H01:EB,g45
A028,9,PLAT:ALP:S03:EB,g45
A028,9,PLAT:ALP:S04:EB,g45
A028,9,SEC:ALP:S03_S04:EB,g45
A028,9,SEC:ALP:S04_H01:EB,g45
A061,9,PLAT:BET:H01:EB,g46
A061,9,PLAT:BET:H02:EB,g46
A061,9,PLAT:BET:S15:EB,g46
A061,9,SEC:BET:H01_H02:EB,g46
A061,9,SEC:BET:H02_S15:EB,g46
A037,9,PLAT:BET:S15:EB,g47
A037,9,PLAT:BET:S16:EB,g47
A037,9,PLAT:BET:S17:EB,g47
A037,9,SEC:BET:S15_S16:EB,g47
A037,9,SEC:BET:S16_S17:EB,g47
A039,9,PLAT:BET:S11:WB,g48
A039,9,PLAT:BET:S12:WB,g48
A039,9,PLAT:BET:S13:WB,g48
A039,9,PLAT:BET:S14:WB,g48
A039,9,SEC:BET:S11_S12:WB,g48
A039,9,SEC:BET:S12_S13:WB,g48
A039,9,SEC:BET:S13_S14:WB,g48
A049,9,PLAT:BET:H02:WB,g49
A049,9,PLAT:BET:S15:WB,g49
A049,9,PLAT:BET:S16:WB,g49
A049,9,SEC:BET:H02_S15:WB,g49
A049,9,SEC:BET:S15_S16:WB,g49
A046,10,PLAT:ALP:S05:WB,g50
A046,10,PLAT:ALP:S06:WB,g50
A046,10,SEC:ALP:S05_S06:WB,g50
A025,10,PLAT:ALP:S01:EB,g51
A025,10,PLAT:ALP:S02:EB,g51
A025,10,PLAT:ALP:S03:EB,g51
A025,10,SEC:ALP:S01_S02:EB,g51
A025,10,SEC:ALP:S02_S03:EB,g51
A069,10,PLAT:ALP:H01:WB,g52
A069,10,PLAT:ALP:H02:WB,g52
A069,10,PLAT:ALP:S03:WB,g52
A069,10,PLAT:ALP:S04:WB,g52
A069,10,SEC:ALP:H01_H02:WB,g52
A069,10,SEC:ALP:S03_S04:WB,g52
A069,10,SEC:ALP:S04_H01:WB,g52
A028,10,PLAT:ALP:H01:EB,g53
A028,10,PLAT:ALP:S03:EB,g53
A028,10,PLAT:ALP:S04:EB,g53
A028,10,SEC:ALP:S03_S04:EB,g53
A028,10,SEC:ALP:S04_H01:EB,g53
A061,10,PLAT:BET:H01:EB,g54
A061,10,PLAT:BET:H02:EB,g54
A061,10,PLAT:BET:S15:EB,g54
A061,10,SEC:BET:H01_H02:EB,g54
A061,10,SEC:BET:H02_S15:EB,g54
A039,10,PLAT:BET:S11:WB,g55
A039,10,PLAT:BET:S12:WB,g55
A039,10,PLAT:BET:S13:WB,g55
A039,10,PLAT:BET:S14:WB,g55
A039,10,SEC:BET:S11_S12:WB,g55
A039,10,SEC:BET:S12_S13:WB,g55
A039,10,SEC:BET:S13_S14:WB,g55
A038,10,PLAT:BET:S17:EB,g56
A038,10,PLAT:BET:S18:EB,g56
A038,10,SEC:BET:S17_S18:EB,g56
A049,10,PLAT:BET:H02:WB,g57
A049,10,PLAT:BET:S15:WB,g57
A049,10,PLAT:BET:S16:WB,g57
A049,10,SEC:BET:H02_S15:WB,g57
A049,10,SEC:BET:S15_S16:WB,g57
A019,11,PLAT:BET:S16:EB,g58
A019,11,PLAT:BET:S17:EB,g58
A019,11,SEC:BET:S16_S17:EB,g58
A041,11,PLAT:BET:S15:EB,g59
A041,11,PLAT:BET:S16:EB,g59
A041,11,SEC:BET:S15_S16:EB,g59
A046,11,PLAT:ALP:S05:WB,g60
A046,11,PLAT:ALP:S06:WB,g60
A046,11,SEC:ALP:S05_S06:WB,g60
A025,11,PLAT:ALP:S01:EB,g61
A025,11,PLAT:ALP:S02:EB,g61
A025,11,PLAT:ALP:S03:EB,g61
A025,11,SEC:ALP:S01_S02:EB,g61
A025,11,SEC:ALP:S02_S03:EB,g61
A070,11,PLAT:ALP:H01:WB,g62
A070,11,PLAT:ALP:S03:WB,g62
A070,11,PLAT:ALP:S04:WB,g62
A070,11,SEC:ALP:S03_S04:WB,g62
